laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros
799,Asus,Fx502Vm-Dm560T (I7-7700Hq/8Gb/1Tb,Gaming,15.6,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,8Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx1060,Windows 10,2.24Kg,1339.0
800,Vero,K146 (N3350/4Gb/32Gb/W10),Notebook,14.0,1920X1080,Intel Celeron Dual Core N3350 1.1Ghz,4Gb,32Gb Flash Storage,Intel Hd Graphics 500,Windows 10,1.22Kg,202.9
801,Lenovo,Thinkpad Yoga,2 In 1 Convertible,13.3,Ips Panel Full Hd / Touchscreen 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,512Gb Ssd,Intel Hd Graphics 620,Windows 10,1.37Kg,1970.0
802,Lenovo,Yoga 510-15Ikb,2 In 1 Convertible,15.6,Full Hd / Touchscreen 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Amd Radeon R7 M460,Windows 10,2.08Kg,959.0
803,Apple,"Macbook 12""",Ultrabook,12.0,Ips Panel Retina Display 2304X1440,Intel Core M 1.2Ghz,8Gb,512Gb Flash Storage,Intel Hd Graphics 5300,Mac Os X,0.920Kg,1165.0
804,Lenovo,Thinkpad X1,2 In 1 Convertible,14.0,Ips Panel Touchscreen 2560X1440,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.42Kg,2330.0
805,Asus,R417Na-Rs01 (N3350/4Gb/32Gb/W10),Notebook,14.0,1366X768,Intel Celeron Dual Core N3350 1.1Ghz,4Gb,32Gb Flash Storage,Intel Hd Graphics 500,Windows 10,1.63Kg,299.0
806,Dell,Latitude 3580,Notebook,15.6,1366X768,Intel Core I5 7200U 2.5Ghz,8Gb,128Gb Ssd,Intel Hd Graphics 620,Windows 10,1.95Kg,810.0
807,Lenovo,Yoga 910-13Ikb,2 In 1 Convertible,13.9,Ips Panel Full Hd / Touchscreen 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.38Kg,1349.0
808,Dell,Vostro 5568,Notebook,15.6,Full Hd 1920X1080,Intel Core I3 6006U 2Ghz,8Gb,256Gb Ssd,Amd Radeon R5 M420X,Windows 10,2Kg,739.0
809,Hp,Zbook 17,Workstation,15.6,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,8Gb,256Gb Ssd,Nvidia Quadro M2200,Windows 10,3.14Kg,2064.9
810,Asus,Pro P2540Ua-Xs51,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,2.37Kg,1099.0
811,Dell,Xps 13,Ultrabook,13.3,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.29Kg,1499.0
812,Dell,Xps 15,Notebook,15.6,4K Ultra Hd / Touchscreen 3840X2160,Intel Core I5 7300Hq 2.5Ghz,8Gb,256Gb Ssd,Nvidia Geforce Gtx 1050,Windows 10,2.06Kg,1749.0
813,Dell,Latitude 3180,Netbook,11.6,1366X768,Intel Pentium Quad Core N4200 1.1Ghz,4Gb,128Gb Ssd,Intel Hd Graphics 505,Windows 10,1.63Kg,744.0
814,Hp,Elitebook 820,Netbook,12.5,1366X768,Intel Core I5 7300U 2.6Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.26Kg,1389.0
815,Toshiba,Satellite Pro,Notebook,15.6,1366X768,Intel Core I5 6200U 2.3Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 520,Windows 10,2.1Kg,780.0
816,Hp,15-Ba043Na (A12-9700P/8Gb/2Tb/W10),Notebook,15.6,1366X768,Amd A12-Series 9700P 2.5Ghz,8Gb,2Tb Hdd,Amd Radeon R7 Graphics,Windows 10,2.04Kg,629.0
817,Dell,Inspiron 7567,Gaming,15.6,4K Ultra Hd 3840X2160,Intel Core I7 7700Hq 2.8Ghz,16Gb,512Gb Ssd,Nvidia Geforce Gtx 1050 Ti,Windows 10,2.62Kg,1679.0
818,Lenovo,Ideapad 310-15Ikb,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,4Gb,1Tb Hdd,Nvidia Geforce 920M,Windows 10,2.4Kg,609.0
819,Hp,Omen 17-An012Dx,Gaming,17.3,Ips Panel Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,12Gb,1Tb Hdd,Amd Radeon Rx 580,Windows 10,3.74Kg,1749.0
820,Msi,Ge72Mvr 7Rg,Gaming,17.3,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,16Gb,512Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1070,Windows 10,2.9Kg,2415.0
821,Samsung,Notebook 9,Ultrabook,13.3,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,0.81Kg,1499.0
822,Dell,Vostro 5568,Notebook,15.6,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,1Tb Hdd,Nvidia Geforce Gt 940Mx,Windows 10,1.98Kg,961.0
823,Dell,Vostro 3568,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Amd Radeon R5 M420,Windows 10,2.18Kg,789.81
824,Lenovo,Thinkpad T470S,Ultrabook,14.0,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.32Kg,1859.0
825,Razer,Blade Stealth,Ultrabook,12.5,Ips Panel 4K Ultra Hd / Touchscreen 3840X2160,Intel Core I7 7500U 2.5Ghz,16Gb,512Gb Ssd,Intel Hd Graphics 620,Windows 10,1.29Kg,1799.0
826,Hp,Chromebook 11,Netbook,11.6,1366X768,Intel Celeron Dual Core N3060 1.6Ghz,4Gb,16Gb Flash Storage,Intel Hd Graphics 400,Chrome Os,1.23Kg,385.0
827,Dell,Alienware 17,Gaming,17.3,Ips Panel Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,16Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1060,Windows 10,4.36Kg,2505.02
828,Dell,Latitude 3480,Notebook,14.0,1366X768,Intel Core I5 6200U 2.3Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 520,Windows 10,1.76Kg,755.0
829,Lenovo,V110-15Isk (I3-6006U/4Gb/500Gb/W10),Notebook,15.6,1366X768,Intel Core I3 6006U 2Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 520,Windows 10,2.1Kg,489.9
830,Toshiba,Tecra X40-D-10Z,Ultrabook,14.0,1366X768,Intel Core I5 7200U 2.5Ghz,4Gb,128Gb Ssd,Intel Hd Graphics 620,Windows 10,1.25Kg,1090.0
831,Lenovo,Thinkpad X1,Ultrabook,14.0,Ips Panel Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,512Gb Ssd,Intel Hd Graphics 620,Windows 10,1.13Kg,2499.0
832,Msi,Gl62M 7Rd,Gaming,15.6,Full Hd 1920X1080,Intel Core I5 7300Hq 2.5Ghz,8Gb,256Gb Ssd,Nvidia Geforce Gtx 1050,Windows 10,2.4Kg,1199.0
833,Lenovo,Thinkpad X1,Ultrabook,14.0,Ips Panel Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Flash Storage,Intel Hd Graphics 620,Windows 10,1.13Kg,1875.0
834,Toshiba,Satellite Pro,Notebook,14.0,1366X768,Intel Pentium Dual Core 4405U 2.1Ghz,4Gb,128Gb Ssd,Intel Hd Graphics 510,Windows 10,1.75Kg,499.0
835,Asus,Zenbook Flip,2 In 1 Convertible,13.3,Touchscreen / Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.1Kg,1358.0
836,Dell,Latitude 3480,Notebook,14.0,1366X768,Intel Core I3 6006U 2Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 520,Windows 10,1.76Kg,585.0
837,Acer,Chromebook 11,Netbook,11.6,Ips Panel 1366X768,Intel Celeron Dual Core N3060 1.6Ghz,4Gb,32Gb Flash Storage,Intel Hd Graphics 400,Chrome Os,1.35Kg,355.0
838,Acer,Swift 3,Notebook,14.0,Ips Panel Full Hd 1920X1080,Intel Core I3 7100U 2.4Ghz,8Gb,128Gb Ssd,Intel Hd Graphics 620,Windows 10,1.5Kg,619.0
839,Razer,Blade Pro,Gaming,17.3,4K Ultra Hd / Touchscreen 3840X2160,Intel Core I7 7820Hk 2.9Ghz,32Gb,512Gb Ssd,Nvidia Geforce Gtx 1080,Windows 10,3.49Kg,5499.0
840,Lenovo,Thinkpad X1,Ultrabook,14.0,Ips Panel Quad Hd+ 2560X1440,Intel Core I7 6600U 2.6Ghz,16Gb,512Gb Ssd,Intel Hd Graphics 520,Windows 10,1.1Kg,2099.0
841,Asus,Vivobook Max,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,4Gb,1Tb Hdd,Nvidia Geforce 920,Linux,2.1Kg,519.0
842,Lenovo,Thinkpad T460,Notebook,14.0,Full Hd 1920X1080,Intel Core I5 6200U 2.3Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 10,1.7Kg,1186.0
843,Lenovo,Thinkpad T470S,Notebook,14.0,Ips Panel Full Hd 1920X1080,Intel Core I5 7300U 2.6Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.32Kg,1650.0
844,Dell,Alienware 15,Gaming,15.6,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,16Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1070,Windows 10,3.21Kg,2774.63
845,Asus,Rog Gl702Vs-Ba023T,Gaming,17.3,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,16Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1070,Windows 10,2.9Kg,2419.0
846,Toshiba,Satellite Pro,Notebook,15.6,1366X768,Intel Core I3 7100U 2.4Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 620,Windows 10,2.0Kg,669.0
847,Lenovo,N42-20 Chromebook,Notebook,14.0,1366X768,Intel Celeron Quad Core N3160 1.6Ghz,4Gb,16Gb Flash Storage,Intel Hd Graphics 400,Chrome Os,1.5Kg,325.0
848,Asus,R558Ua-Dm966T (I5-7200U/8Gb/128Gb/Fhd/W10),Notebook,15.6,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,128Gb Hdd,Intel Hd Graphics 620,Windows 10,2.3Kg,590.0
849,Asus,Rog Gl702Vm-Gc017T,Gaming,17.3,Full Hd 1920X1080,Intel Core I7 6700Hq 2.6Ghz,16Gb,512Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1060,Windows 10,2.73Kg,1799.0
851,Dell,Alienware 17,Gaming,17.3,Ips Panel Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,32Gb,512Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1070,Windows 10,4.42Kg,3072.89
852,Hp,Probook 470,Notebook,17.3,1600X900,Intel Core I5 7200U 2.5Ghz,8Gb,1Tb Hdd,Nvidia Geforce 930Mx,Windows 10,2.63Kg,910.0
853,Dell,Vostro 3568,Notebook,15.6,1366X768,Intel Core I5 7200U 2.5Ghz,8Gb,128Gb Ssd,Intel Hd Graphics 620,Windows 10,2.18Kg,713.99
854,Hp,Elitebook 840,Ultrabook,14.0,Full Hd 1920X1080,Intel Core I7 6500U 2.5Ghz,8Gb,512Gb Ssd,Intel Hd Graphics 520,Windows 7,1.54Kg,1870.0
855,Dell,Vostro 3568,Notebook,15.6,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,4Gb,256Gb Ssd,Amd Radeon R5 M420,Windows 10,2.18Kg,739.0
856,Hp,Chromebook X360,2 In 1 Convertible,11.6,Touchscreen 1366X768,Intel Celeron Dual Core N3350 1.1Ghz,4Gb,32Gb Flash Storage,Intel Hd Graphics 500,Chrome Os,1.4Kg,615.0
857,Asus,Zenbook Ux310Uq-Gl026T,Ultrabook,13.3,Ips Panel Full Hd 1920X1080,Intel Core I5 6200U 2.3Ghz,8Gb,512Gb Ssd,Nvidia Geforce 940M,Windows 10,1.45Kg,1026.0
858,Hp,Elitebook X360,2 In 1 Convertible,13.3,Full Hd / Touchscreen 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.28Kg,2277.0
859,Hp,Elitebook 840,Ultrabook,14.0,Full Hd 1920X1080,Intel Core I7 6500U 2.5Ghz,8Gb,512Gb Ssd,Intel Hd Graphics 520,Windows 10,1.54Kg,1468.0
860,Hp,250 G6,Notebook,15.6,1366X768,Intel Celeron Dual Core N3060 1.6Ghz,4Gb,128Gb Ssd,Intel Hd Graphics 400,No Os,1.86Kg,299.0
862,Asus,Rog Gl502Vm-Ds74,Gaming,15.6,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,16Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1060,Windows 10,2.1Kg,1899.0
863,Dell,Inspiron 5767,Notebook,17.3,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,1Tb Hdd,Amd Radeon R7 M445,Linux,2.83Kg,865.0
864,Lenovo,Thinkpad T470P,Ultrabook,14.0,Ips Panel Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,8Gb,256Gb Ssd,Nvidia Geforce Gt 940Mx,Windows 10,1.96Kg,1903.0
865,Asus,K556Ur-Dm621T (I7-7500U/8Gb/256Gb/Geforce,Notebook,15.6,Ips Panel Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,256Gb Ssd,Nvidia Geforce Gtx 930Mx,Windows 10,2.3Kg,787.0
866,Dell,Latitude 5580,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,128Gb Ssd,Intel Hd Graphics 620,Windows 10,1.9Kg,945.0
867,Asus,X541Na (N4200/4Gb/1Tb/W10),Notebook,15.6,1366X768,Intel Pentium Quad Core N4200 1.1Ghz,4Gb,1Tb Hdd,Intel Hd Graphics 505,Windows 10,2Kg,449.0
868,Hp,Elitebook X360,2 In 1 Convertible,13.3,Full Hd / Touchscreen 1920X1080,Intel Core I7 7600U 2.8Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.28Kg,2559.0
869,Dell,Inspiron 5368,Notebook,13.3,Full Hd / Touchscreen 1920X1080,Intel Core I5 6200U 2.3Ghz,8Gb,1Tb Hdd,Intel Hd Graphics 520,Windows 10,1.62Kg,649.0
870,Lenovo,Ideapad 110-15Isk,Notebook,15.6,Full Hd 1920X1080,Intel Core I3 6006U 2.0Ghz,4Gb,1Tb Hdd,Intel Hd Graphics 520,No Os,2.2Kg,469.0
871,Lenovo,Thinkpad E570,Notebook,15.6,Ips Panel Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,1Tb Hdd,Intel Hd Graphics 620,Windows 10,2.3Kg,850.66
872,Hp,Elitebook 850,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 7300U 2.6Ghz,8Gb,256Gb Ssd,Amd Radeon R7 M465,Windows 10,1.84Kg,1349.0
873,Toshiba,Portege X30-D-10X,Notebook,13.3,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,4Gb,128Gb Ssd,Intel Hd Graphics 620,Windows 10,1.05Kg,1285.0
874,Lenovo,Legion Y520-15Ikbn,Gaming,15.6,Ips Panel Full Hd 1920X1080,Intel Core I5 7300Hq 2.5Ghz,8Gb,1Tb Hdd,Nvidia Geforce Gtx 1050,No Os,2.5Kg,1017.0
875,Dell,Xps 13,Ultrabook,13.3,Quad Hd+ / Touchscreen 3200X1800,Intel Core I7 7660U 2.5Ghz,16Gb,512Gb Ssd,Intel Iris Plus Graphics 640,Windows 10,1.29Kg,2240.0
876,Hp,Probook 450,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 6200U 2.3Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 520,Windows 10,2.07Kg,910.0
877,Toshiba,Portégé Z30-C-188,Ultrabook,13.3,1366X768,Intel Core I5 6200U 2.3Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 10,1.2Kg,1095.0
878,Lenovo,Thinkpad Yoga,2 In 1 Convertible,13.3,Ips Panel Full Hd / Touchscreen 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.37Kg,1950.0
879,Acer,Tmx349-G2-M-50Fs (I5-7200U/8Gb/256Gb/Fhd/W10),Notebook,14.0,Ips Panel Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.56Kg,902.0
880,Dell,Precision 3520,Workstation,15.6,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,8Gb,1Tb Hdd,Nvidia Quadro M620,Windows 10,2.23Kg,1778.0
881,Lenovo,Thinkpad L570,Notebook,15.6,1366X768,Intel Core I5 7200U 2.5Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 620,Windows 10,2.38Kg,1055.0
882,Lenovo,Ideapad 110-15Isk,Notebook,15.6,Full Hd 1920X1080,Intel Core I3 6006U 2Ghz,4Gb,1Tb Hdd,Amd Radeon R5 M430,No Os,2.2Kg,479.0
883,Toshiba,Tecra A50-D-11D,Notebook,15.6,Ips Panel Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,2.0Kg,1388.0
884,Lenovo,Thinkpad 13,Notebook,13.3,Ips Panel Full Hd 1920X1080,Intel Core I3 7100U 2.4Ghz,4Gb,180Gb Ssd,Intel Hd Graphics 620,Windows 10,1.44Kg,735.0
885,Samsung,Notebook 9,Ultrabook,15.0,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,16Gb,256Gb Ssd,Nvidia Geforce 940Mx,Windows 10,1.23Kg,1849.0
886,Dell,Latitude 7280,Ultrabook,12.5,Full Hd 1920X1080,Intel Core I7 7600U 2.8Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.6Kg,1690.0
887,Asus,X541Na-Go121 (N4200/4Gb/1Tb/Linux),Notebook,15.6,1366X768,Intel Pentium Quad Core N4200 1.1Ghz,4Gb,1Tb Hdd,Intel Hd Graphics 505,Linux,2Kg,398.99
888,Xiaomi,Mi Notebook,Ultrabook,13.3,Ips Panel Full Hd 1920X1080,Intel Core I5 6200U 2.3Ghz,8Gb,256Gb Ssd,Nvidia Geforce 940Mx,Windows 10,1.28Kg,935.0
889,Dell,Vostro 5568,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,4Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce 940Mx,Windows 10,2.18Kg,912.5
890,Hp,Probook 450,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,4Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,2.04Kg,839.0
891,Hp,Elitebook X360,2 In 1 Convertible,13.3,Full Hd / Touchscreen 1920X1080,Intel Core I5 7200U 2.5Ghz,4Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.28Kg,1700.0
892,Hp,Pavilion X360,2 In 1 Convertible,15.6,Touchscreen 1366X768,Intel Core I5 7200U 2.5Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 620,Windows 10,2.3Kg,684.8
893,Asus,Vivobook L402Na,Notebook,14.1,1366X768,Intel Celeron Dual Core N3350 1.1Ghz,4Gb,32Gb Flash Storage,Intel Hd Graphics 500,Windows 10,1.65Kg,348.0
894,Lenovo,Ideapad 510-15Isk,Notebook,15.6,Ips Panel Full Hd 1920X1080,Intel Core I7 6500U 2.5Ghz,8Gb,1Tb Hdd,Nvidia Geforce 940Mx,Windows 10,2.2Kg,669.0
895,Dell,Inspiron 3552,Notebook,15.6,1366X768,Intel Pentium Quad Core N3710 1.6Ghz,4Gb,500Gb Hdd,Intel Hd Graphics,Windows 10,2.2Kg,369.0
896,Hp,Elitebook X360,2 In 1 Convertible,13.3,Full Hd / Touchscreen 1920X1080,Intel Core I5 7200U 2.5Ghz,4Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.28Kg,1799.0
897,Dell,Vostro 3568,Notebook,15.6,1366X768,Intel Core I3 6006U 2.0Ghz,4Gb,1Tb Hdd,Amd Radeon R5 M420X,Linux,2.18Kg,455.7
898,Asus,Rog Gl753Vd-Gc082T,Gaming,17.3,Full Hd 1920X1080,Intel Core I5 7300Hq 2.5Ghz,12Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1050,Windows 10,2.2Kg,1369.9
899,Acer,Chromebook C731-C78G,Netbook,11.6,Ips Panel 1366X768,Intel Celeron Dual Core N3060 1.6Ghz,4Gb,32Gb Flash Storage,Intel Hd Graphics 400,Chrome Os,1.25Kg,297.0
900,Lenovo,Ideapad 110-17Acl,Notebook,17.3,1600X900,Amd A4-Series 7210 2.2Ghz,4Gb,500Gb Hdd,Amd Radeon R3,Windows 10,2.8Kg,379.0
901,Hp,Probook 640,Notebook,14.0,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,4Gb,128Gb Ssd,Intel Hd Graphics 620,Windows 10,1.95Kg,1265.0
902,Hp,Envy X360,2 In 1 Convertible,13.3,Quad Hd+ / Touchscreen 3200X1800,Intel Core I7 7500U 2.7Ghz,16Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.42Kg,1399.0
903,Samsung,Notebook 9,Ultrabook,15.0,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.17Kg,1699.0
904,Lenovo,Thinkpad T470S,Ultrabook,14.0,Ips Panel Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.32Kg,1799.0
905,Msi,Gs73Vr Stealth,Gaming,17.3,Ips Panel 4K Ultra Hd 3840X2160,Intel Core I7 6700Hq 2.6Ghz,16Gb,512Gb Ssd +  2Tb Hdd,Nvidia Geforce Gtx 1060,Windows 10,2.43Kg,2649.0
906,Toshiba,Portege X30-D-10V,Notebook,13.3,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.05Kg,1475.0
908,Dell,Inspiron 7567,Gaming,15.6,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,8Gb,1Tb Hdd,Nvidia Geforce Gtx 1050Ti,Linux,2.62Kg,929.0
909,Hp,Probook 450,Notebook,15.6,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,1Tb Hdd,Nvidia Geforce 930Mx,Windows 10,2.04Kg,900.0
910,Dell,Vostro 3568,Notebook,15.6,1366X768,Intel Core I3 6006U 2.0Ghz,4Gb,1Tb Hdd,Amd Radeon R5 M420X,Windows 10,2.18Kg,614.0
911,Dell,Latitude 5580,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 7300U 2.6Ghz,8Gb,500Gb Hdd,Intel Hd Graphics 620,Windows 10,1.9Kg,935.0
912,Dell,Xps 13,2 In 1 Convertible,13.3,Quad Hd+ / Touchscreen 3200X1800,Intel Core I7 7Y75 1.3Ghz,8Gb,512Gb Ssd,Intel Hd Graphics 615,Windows 10,1.24Kg,2013.1
913,Asus,G701Vo-Ih74K (I7-6820Hk/32Gb/2X,Gaming,17.3,Ips Panel Full Hd 1920X1080,Intel Core I7 6820Hk 2.7Ghz,32Gb,256Gb Ssd +  256Gb Ssd,Nvidia Geforce Gtx 980M,Windows 10,3.58Kg,1279.0
914,Dell,Xps 13,2 In 1 Convertible,13.3,Full Hd / Touchscreen 1920X1080,Intel Core I7 7Y75 1.3Ghz,16Gb,256Gb Ssd,Intel Hd Graphics 615,Windows 10,1.22Kg,1649.0
915,Lenovo,Thinkpad X1,Ultrabook,14.0,Ips Panel Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,256Gb Flash Storage,Intel Hd Graphics 620,Windows 10,1.13Kg,2049.0
916,Lenovo,Thinkpad T570,Notebook,15.6,Ips Panel Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,512Gb Ssd,Intel Hd Graphics 620,Windows 10,1.95Kg,1962.99
917,Lg,Gram 15Z970,Ultrabook,15.6,Ips Panel Full Hd / Touchscreen 1920X1080,Intel Core I7 7500U 2.7Ghz,16Gb,512Gb Ssd,Intel Hd Graphics 620,Windows 10,1.08Kg,2099.0
918,Hp,Elitebook 820,Netbook,12.5,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,512Gb Ssd,Intel Hd Graphics 620,Windows 10,1.26Kg,1483.0
919,Acer,Chromebook Cb5-571-C1Dz,Notebook,15.6,Ips Panel Full Hd 1920X1080,Intel Celeron Dual Core 3205U 1.5Ghz,4Gb,16Gb Flash Storage,Intel Hd Graphics,Chrome Os,2.20Kg,359.0
920,Lenovo,Ideapad Y700-15Isk,Notebook,15.6,Ips Panel Full Hd 1920X1080,Intel Core I5 6300Hq 2.3Ghz,8Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 960M,Windows 10,2.6Kg,789.0
922,Lg,Gram 14Z970,Ultrabook,14.0,Ips Panel Full Hd / Touchscreen 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,512Gb Ssd,Intel Hd Graphics 620,Windows 10,0.98Kg,1899.0
923,Dell,Latitude 5480,Notebook,14.0,Full Hd 1920X1080,Intel Core I5 7440Hq 2.8Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.6Kg,1205.0
924,Hp,Elitebook Folio,Ultrabook,12.5,4K Ultra Hd / Touchscreen 3840X2160,Intel Core M 6Y75 1.2Ghz,8Gb,240Gb Ssd,Intel Hd Graphics 515,Windows 10,1.09Kg,3100.0
925,Lenovo,Ideapad 510-15Ikb,Notebook,15.6,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,6Gb,256Gb Ssd,Nvidia Geforce 940Mx,Windows 10,2.2Kg,789.0
926,Hp,Probook 450,Notebook,15.6,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,256Gb Ssd,Nvidia Geforce 930Mx,Windows 10,2.04Kg,1018.99
927,Acer,Aspire E5-575,Notebook,15.6,Full Hd 1920X1080,Intel Core I3 7100U 2.4Ghz,4Gb,1Tb Hdd,Intel Hd Graphics 620,Windows 10,2.4Kg,499.0
928,Lenovo,Thinkpad 13,Notebook,13.3,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,4Gb,128Gb Ssd,Intel Hd Graphics 620,Windows 10,1.44Kg,881.0
930,Hp,Probook 430,Notebook,13.3,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.49Kg,960.0
931,Msi,Ge72Vr 6Rf,Gaming,17.3,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,16Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1050 Ti,Windows 10,2.7Kg,1599.0
